,intent,input,source,destination,output
200,atis_flight, show me all flights from orlando to sandiego on a boeing 737,orlando,sandiego,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
201,atis_flight, what flights are there on sunday from seattle to minneapolis,seattle,minneapolis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
202,atis_flight, show me all flights from pittsburgh to atlanta,pittsburgh,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
203,atis_flight, which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,boston,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
204,atis_flight, list daily flights of united airline from denver to baltimore with first class service,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
205,atis_flight, show me flights from pittsburgh to atlanta on monday morning,pittsburgh,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
206,atis_airfare, what is the fare going from atlanta to boston one way on november seventh,atlanta,boston,
207,atis_flight, is there a flight on american airlines from boston to denver,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
208,atis_flight, what flights are available from sanfrancisco to pittsburgh on thursday evening,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
209,atis_flight, show the flights from pittsburgh to sanfrancisco again on monday,pittsburgh,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
210,atis_flight, show me a list of flights on american airlines from boston to dc on july twenty second,boston,dc,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
211,atis_flight, now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,philadelphia,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
212,atis_flight, what economy flights are available from dallas to baltimore on december seventeenth,dallas,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
213,atis_flight, please show me flights from sanfrancisco to dallas,sanfrancisco,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
214,atis_flight, please show me all the flights from indianapolis to sandiego tomorrow,indianapolis,sandiego,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
215,atis_flight, i would like a flight from denver to pittsburgh,denver,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
216,atis_flight_time, what is the flight schedule of the f28 from pittsburgh to baltimore,pittsburgh,baltimore,
217,atis_flight_time, show me times for flights from sanfrancisco to atlanta,sanfrancisco,atlanta,
218,atis_flight, find me a flight from boston to sanfrancisco with layover in denver on united,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
219,atis_flight, show me the flights from denver to westchester county,denver,westchester,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
220,atis_flight, i need information for a flight from denver to atlanta,denver,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
221,atis_flight, what is the cheapest flight from boston to atlanta,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
222,atis_flight, what is the cheapest flight from atlanta to pittsburgh one way,atlanta,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
223,atis_flight, show me all overnight flights from washington dc to sanfrancisco and list their fares,washington,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
224,atis_flight, show me the one way flight from detroit to westchester county with the highest fare,detroit,westchester,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
225,atis_flight, what flights are there from newark to chicago on continental,newark,chicago,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
226,atis_flight, what is the latest us air flight leaving philadelphia and returning to boston,philadelphia,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
227,atis_flight, what flights does us air have from sanfrancisco to pittsburgh on tuesday,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
228,atis_flight, can i fly from boston to baltimore washington,boston,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
229,atis_airfare, show me fares from baltimore to philadelphia,baltimore,philadelphia,
230,atis_flight, flights from memphis to seattle,memphis,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
231,atis_flight, please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,pittsburgh,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
232,atis_flight, flights from atlanta august second,atlanta,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
233,atis_flight, does american airlines fly from atlanta to philadelphia,atlanta,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
234,atis_flight, what are the cheapest one way flights from atlanta to denver,atlanta,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
235,atis_flight, what is the first flight after 12 noon from washington for denver,washington,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
236,atis_flight, now list for me only the united flights that flight from oakland to boston,oakland,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
237,atis_flight, from philadelphia to toronto,philadelphia,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
238,atis_aircraft, what airplane types fly from pittsburgh to baltimore,pittsburgh,baltimore,
239,atis_flight, i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,atlanta,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
240,atis_flight, what flights leave from phoenix to nashville on american airlines,phoenix,nashville,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
241,atis_flight, show me all round trips from newyork to miami leaving on tuesday,newyork,miami,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
242,atis_flight, list all nonstop flights on sunday from tampa to charlotte,tampa,charlotte,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
243,atis_flight, list all flights from burbank to denver,burbank,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
244,atis_airfare, what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,denver,philadelphia,
245,atis_flight, is the american flight 813 from boston to oakland a nonstop flight,boston,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
246,atis_flight, give me the flights from washington dc to philadelphia for december second,washington,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
247,atis_flight, show all connecting flights from pittsburgh to oakland,pittsburgh,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
248,atis_flight, list daily flights from boston to oakland using twa,boston,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
249,atis_airfare, i would like the least expensive airfare flight on sunday to pittsburgh from sanfrancisco,sanfrancisco,pittsburgh,
250,atis_flight, can you give me the evening flight on wednesday from washington to atlanta again,washington,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
251,atis_flight, what flights from atlanta to washington,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
252,atis_flight, show me all flights direct only from boston to sanfrancisco or oakland that arrive before 10 am local time,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
253,atis_airfare, first class round trip airfare from indianapolis to memphis,indianapolis,memphis,
254,atis_flight, flights from cincinnati to denver on american airlines,cincinnati,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
255,atis_flight, list all flights on continental leaving denver on sunday after 2134,denver,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
256,atis_flight, show me all flights from charlotte,charlotte,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
257,atis_flight, show me all nationair flights from toronto,toronto,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
